CRX high	CRX medium	CRX low	NeuroD1 high	NeuroD1 medium	NRL high	NRL medium	RORB high	RORB medium	MAZ high	MAZ medium
-0.26955615334177907	-0.604605389671112	-0.33850511409489636	1.0177415157667529	-0.7329183752676846	0.23842792554327358	-0.452615980551277	1.2741957577936511	0.7305562090127236	0.08553777418275517	-0.11633417045236268
-0.270906837502229	-0.5728068222819219	-0.28332571278922036	0.9599799041229462	-0.6658203103474495	0.23193659095622773	-0.4716018117758116	1.2142742246868725	0.6709012448627869	0.1050897116673811	-0.12083895070597324
-0.2732270485514959	-0.5172883438991862	-0.38223028795455527	0.9584898331725892	-0.6696887396538059	0.2370915556537198	-0.47542440332852526	1.2214901829994385	0.6986108119109815	0.07874767474975601	-0.09193464604131507
-0.22820771983375746	-0.6306320020755145	-0.3275933430749122	0.9469868103507982	-0.6493524719811854	0.2126490871533368	-0.4642114044163284	1.2537457799924288	0.701556363737095	0.11107720531527243	-0.1651669957200515
-0.28048128156255575	-0.6167684615041856	-0.30427747634461	0.9783729514480184	-0.6718909886542406	0.25237844357725236	-0.4331609643063829	1.2704523230158986	0.6911544797657703	0.1150707371298297	-0.11692926243919874
-0.1999353816231984	-0.5421686732176265	-0.46092526522399274	0.9257153230990571	-0.6879451242317944	0.1861318559434823	-0.4605606972789551	1.265587273836649	0.6763757928599936	0.05189169532125174	-0.13863853100223697
-0.13528604693562998	-0.42358216889697103	-0.41041761388019554	0.8492410895026336	-0.777281222033698	0.13194135535898213	-0.5189000887684072	1.1331274280885795	0.5853107193467324	0.013349428431365617	-0.24648984531503199
-0.23512792434528196	-0.5895582931323229	-0.3321016012294542	0.9847499816698784	-0.7709938905615841	0.25367405647652896	-0.5116436443794607	1.241355906542933	0.6808760200494246	0.09329522271724797	-0.16876481437623633
-0.12560677694849703	-0.40920839384496466	-0.4006575635654205	0.8457058894518727	-0.7317106708435632	0.13948761928622444	-0.5536072289720902	1.0904921914625103	0.5033215538864482	0.020605936955587538	-0.2466171813758206
-0.3137557184136529	-0.5569219715701753	-0.2946753590636746	1.0097003969436675	-0.7190832105937698	0.26641582039665357	-0.4742051536001397	1.2743971946106778	0.6916816469618321	0.11023309061938073	-0.14730621839653715
-0.20017951596716527	-0.4725671484738708	-0.41147215383738456	0.9101148475644469	-0.7453356472485251	0.19853897542444962	-0.49877187420377284	1.186281795809594	0.6123184348163656	0.04434557706813013	-0.15666366423488465
-0.2689134903741642	-0.5545928504574473	-0.35279668866282393	0.9706482484479662	-0.707544018467606	0.21596345373217057	-0.4132856046261857	1.265366262093183	0.6456403791506823	0.09778975161729996	-0.12216621840081346
-0.1543467297070425	-0.4046950088300213	-0.3983480528596456	0.8563444722689528	-0.7776462368682123	0.14355823645277804	-0.50884548002049	1.1243302974747003	0.5884759723526631	0.007076010187755622	-0.24123080782731865
-0.24266736861487098	-0.5617956286395097	-0.30959365220465124	0.9565319222810895	-0.7122541179158514	0.2310290442064435	-0.5466732307255574	1.2689427829782784	0.6538641219081995	0.07861970241017606	-0.1915835460169301
-0.28514781509396325	-0.5269884272253563	-0.3011807545523585	0.9497746689646078	-0.6795331719478634	0.24967589419078964	-0.5015329817361394	1.2269829236502972	0.6687255185911741	0.08237330934913759	-0.11087189635164041
-0.33859715946555974	-0.5946035827887448	-0.34301294803097454	1.0184328825133526	-0.6368122547623916	0.2839297995265117	-0.3977718650685814	1.3142586987770506	0.7120249727100386	0.13216825179858643	-0.10646208348606148
-0.26107437033039405	-0.4992826924579128	-0.30095491843030786	0.921360099730921	-0.6774838918563681	0.20902997503655799	-0.4391787603881784	1.1695807896988277	0.6495429664571185	0.07974225683782225	-0.1532578515662547
-0.32301851711348506	-0.6525850469755891	-0.2645115529487783	1.0538669437817036	-0.6730256411184389	0.27391612219781114	-0.4772748337616502	1.326477818907392	0.7534084515794628	0.11945822177932	-0.1310957593503093
-0.24679498747911216	-0.45219188528347587	-0.35327729696023924	0.9354346265358868	-0.7373352504315627	0.18827827262907534	-0.4814904064100247	1.21236719793835	0.5760338026860239	0.06733574193506509	-0.17648149564844232
-0.14362439001229446	-0.377307500494689	-0.42819205306545527	0.8309727411341801	-0.731650363599507	0.1179075527507452	-0.49390752884398187	1.0963826637468312	0.5510486645804769	0.012701905716501538	-0.22461453300710246
