NRL forward	NRL reverse	High affinity CRX forward	High affinity CRX reverse	Medium affinity CRX forward	Medium affinity CRX reverse	Low affinity CRX forward	Low affinity CRX reverse	Rho
0.13073502853512764	0.019084603499017305	1.0812734211795032	1.0646369827445596	0.44013089151121676	-0.28773516756856277	0.23736285092309117	-0.0011071814224123955	1.0735854897648096
0.4315670598298311	0.6526143314549699	1.6210062270984054	1.4529098384082317	0.6620387081056833	0.14243456883212496	0.5516269425861537	0.3388428660109639	1.9587210342288017
0.1409058643039316	0.06722666975110769	1.2217561276629567	1.2013636000920087	0.3961207657121122	-0.16185635793954134	0.19932543579488993	-0.05079022562131286	1.2879732279106975
0.5029661903390661	0.294203681522049	1.2519845176720992	1.4634819022612722	0.7848865111591294	0.08923900488298386	0.3067671204335056	0.36251337092835456	1.0449025090783834
0.6227536003279965	0.4728032701823395	1.625419018237153	1.3418785077228677	0.8507249161775688	0.07079363669618033	0.6194950181234162	0.3054249472625088	1.859756464138627
0.26783290784806013	0.08328921545762569	1.0567699882667512	1.0664100060239434	0.3951880903914571	-0.20801159413531423	0.14770544797647744	0.039900001138448715	1.2757089845836163
0.39696377514337655	0.48073879652656615	1.5892344459426377	1.2912297109141946	0.8762350953183998	-0.14043087349273264	0.3793350369669497	0.32380466139875375	1.8513251654803753
0.026579272118397057	0.3147697555832565	1.236938351416029	1.3401106625096872	0.6193775517167524	-0.35688220930751413	0.20008243981283158	-0.09406946913804859	1.0552692171186209
0.6764257899485528	0.5136687438935041	1.709685431793332	1.612374969990924	0.8546803884673864	-0.162315484136343	0.5070150038227439	0.47179849317763	1.9523890214040875
0.293883150909096	0.24824327719397843	1.0828174157068133	1.2616603979840875	0.6337364921055268	-0.39486226346343756	0.030061022844165564	-0.12588074803352356	1.5411413758993149
0.5737822586670518	0.49074526119511575	1.3508731815963984	1.3384485067799687	0.6539000514894724	-0.06057173293083906	0.4952244646847248	0.3086320338770747	1.4704451095312834
0.2981640640646219	0.5397395328618586	1.465208516760368	1.3233578098006546	0.7362851087236777	0.0032635350605687563	0.5245946859940886	0.16385361913125962	1.4030349180102348
0.15564268012531102	0.27376362547511235	1.2838547164574265	1.3105359906330694	0.6671274448744953	-0.06066003022715449	0.22561023477464914	0.026671646162867546	1.406324539333582
0.4125122847908642	0.5468156086280942	1.5135755036027607	1.4029858455178328	0.8663326057139784	-0.10407290881266817	0.3807407058775425	0.25714027089998126	1.2023151367902756
-0.004096580584303598	-0.00023038463060794714	-0.0010395752812099373	0.00020853834058210982	-0.0003328720157387613	-6.9687411077133e-05	0.0006248498988250473	0.000557539775417767	-0.20944372919738133
0.5516848512554766	0.5417697534430772	1.976183139020578	1.6017315381395747	1.0513498319778591	0.40588481549639255	0.8117698568385094	0.3800988735165447	1.2302328767254949
0.46411178028211	0.40526865469291806	1.3843685970641673	1.2543257807847112	0.4429262917547021	-0.05564888659864664	0.47340203123167157	0.2582077500410378	1.481837561354041
0.2908088577823946	0.42878148145972717	1.3603878578869626	1.3086609533056617	0.5790288399439305	0.11098291538655758	0.3346765460446477	0.2661264003254473	1.204426072537899
0.26984612643726014	0.13257736479863524	1.162206712178886	1.1534169111400843	0.4921708875319091	-0.2370848725549877	0.3977931244298816	0.03282568394206464	1.3654483892023563
0.08875847503077239	0.08970454087830149	1.0472843474708498	1.1630704309791327	0.42825055541470647	-0.364095651428171	0.2697070958092809	-0.10860864724963903	0.864999383687973
