NRL forward	NRL reverse	High affinity CRX forward	High affinity CRX reverse	Medium affinity CRX forward	Medium affinity CRX reverse	Low affinity CRX forward	Low affinity CRX reverse
1.2545936338137844	1.2460816921666202	1.772533027771456	1.7744871060367933	1.2343190684420065	0.782481479613993	1.1463756455777911	0.9766350769548555
1.0131031701518687	0.985122045338225	1.3195374929346144	1.3528397788759183	1.2143637456465513	0.58260561509434	1.2230263074161485	0.6056245494968095
0.5269161211326718	0.6235659093318257	1.3770790677517653	1.2125875344499946	0.5012535193343368	0.17854269687086344	0.8798567408434632	0.5822011458200552
-0.01843499340983065	-0.0409593576869775	-0.05303848827561097	-0.08069050846223715	-0.02606082829822127	-0.02801295291564311	-0.018254563390678324	-0.03195977810696604
1.363619336392728	1.3447594088502228	1.9599225157219702	1.9177974048396176	1.6199063132257945	0.8715787026993524	1.4784954989518155	0.7279943516464585
1.1559249248252954	1.0629074457362435	1.5832391063138829	1.5772164682448029	0.957268572645219	0.5229596979952595	1.1548923682421446	0.6852434943587579
1.065008764155209	0.7917793327942491	1.6528829392045736	1.5024701482616365	1.0775189755879073	0.633046528324485	1.1476221176090446	0.8773642387238993
0.8860848899930716	0.7895097956061385	1.2392840759130195	1.0043455459663047	0.9275049604475498	0.3938433419002866	0.8920222483575344	0.38765813736239846
0.5574457910960827	0.7705604396760464	1.1564186600562807	1.1866437531916745	0.6838999199557205	-0.12030613742999402	0.8377300919964925	0.26950944563814105
0.8561357518192383	1.019328675801916	1.3103777342476022	1.5766409281764155	0.9710998351106743	0.43831207511206227	1.1003082756529239	0.7389163424423849
0.4211786991218105	0.4591835241299116	0.9561857827939093	0.8591034878046088	0.3426373675465585	-0.15496710979132045	0.6989456475712359	0.052136825397610664
0.8083368439171801	0.8661209146872342	1.2487251525744796	1.3359756940044458	0.9965963351170402	0.5450067413039505	0.8825672757811844	0.3632428202545714
1.4604334961622953	1.5216045726998892	2.0798383485528427	2.1580981086822417	1.463311445474997	0.890991188109183	1.632412182792906	1.0774704851210117
1.2029449567198909	1.282945720240383	1.6276577539203378	1.5736500555613888	1.2722305402893421	0.7174616716788604	1.1189979752337025	0.915547185190122
-0.13641491566102282	0.22882761973289512	0.17075121479558497	-0.39870754242744433	-0.033279659797132766	0.21991768771533593	0.04036787304778322	0.2898096046525307
0.67462522420102	1.016230640539159	1.5477782810339704	1.2392883319407701	1.0659681297838688	0.2923747086833227	1.181369532605895	0.5138624991523102
1.740404635667801	1.805675667594187	1.8380355366970287	2.031286098063154	1.7331886752487573	1.3270092522725463	1.8969585639424622	1.374411690980196
1.3199263531714678	1.3965768423763472	1.7901980363531038	1.9050285124685615	1.493004052899778	0.7625054530799389	1.6255726995877922	1.1111352210864425
-0.16628948636301644	-0.07684832641556127	-0.28369611750625623	0.024528886366592673	-0.23935694742343472	0.10243325689153288	-0.09885940959523865	0.15653820677195185
0.6166013574693832	1.0118000060319903	1.4413814889258236	1.2365630432032049	0.8755945754275989	0.33361221291146065	1.0175233986228704	0.5369368010942707
